age,education,balance,duration,campaign,pdays,previous,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,poutcome_other,poutcome_success,poutcome_unknown,default_yes,housing_yes,loan_yes
56.0,3,272.0,103.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
46.0,3,6269.0,249.0,3.0,112.0,2.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29.0,2,178.0,231.0,4.0,999.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
60.0,1,252.0,123.0,2.0,147.0,3.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
27.0,3,81.0,197.0,1.0,199.0,3.0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
50.0,3,59.0,67.0,2.0,999.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
45.0,2,1343.0,220.0,1.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
58.0,2,225.0,122.0,6.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
59.0,1,0.0,104.0,7.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
58.0,1,2538.0,307.0,6.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
64.0,1,43.0,117.0,1.0,91.0,1.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
47.0,2,57.0,253.0,1.0,342.0,1.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
40.0,3,-117.0,770.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
36.0,2,666.0,190.0,1.0,133.0,1.0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True
28.0,3,0.0,767.0,5.0,999.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
38.0,3,25.0,232.0,2.0,999.0,0.0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
53.0,1,1034.0,854.0,2.0,170.0,3.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
46.0,2,324.0,293.0,6.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
54.0,2,0.0,986.0,1.0,94.0,8.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
32.0,3,0.0,66.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
55.0,1,621.0,114.0,1.0,208.0,1.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
55.0,2,138.0,205.0,1.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
56.0,2,4063.0,31.0,4.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
40.0,2,10446.680978170363,113.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
44.0,2,310.0,200.0,1.0,253.0,1.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
32.0,0,73.0,158.0,1.0,135.0,1.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
33.0,3,1808.0,99.0,4.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
41.0,2,1281.0,45.0,3.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
37.0,2,64.0,239.0,4.0,278.0,2.0,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
58.0,3,2.0,168.0,3.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
52.0,2,60.0,196.0,2.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
49.0,2,133.0,319.0,6.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
44.0,1,3706.0,209.0,3.0,999.0,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
28.0,0,174.0,184.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
31.0,2,251.0,156.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
30.0,3,985.0,88.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
28.0,2,168.0,347.0,3.0,140.0,2.0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
46.0,2,1550.0,126.0,2.0,149.0,8.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
47.0,3,7708.0,157.0,5.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
35.0,1,-12.0,212.0,5.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
80.0,1,6483.0,123.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
30.0,3,60.0,306.0,5.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True
55.0,2,3339.0,63.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
22.0,3,1161.0,119.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
33.0,1,599.0,29.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
53.0,0,28.0,117.0,2.0,999.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
49.0,3,1430.0,231.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
51.0,2,35.0,123.0,4.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
41.0,3,6000.0,265.0,1.0,999.0,0.0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
34.0,2,0.0,144.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
36.0,2,340.0,559.0,3.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
35.0,3,0.0,74.0,1.0,168.0,4.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
29.0,2,3.0,183.0,1.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
40.0,3,445.0,631.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
32.0,3,874.0,1282.0,6.0,999.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
48.0,2,705.0,108.0,2.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
59.0,0,1033.0,1199.0,1.0,999.0,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
35.0,3,1354.0,736.0,2.0,999.0,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
33.0,3,123.0,264.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
55.0,1,8894.0,262.0,1.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
41.0,2,429.0,244.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
42.0,1,10446.680978170363,107.0,2.0,999.0,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
46.0,1,67.0,9.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
35.0,2,39.0,149.0,2.0,999.0,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
28.0,3,102.0,321.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
25.0,2,1790.0,224.0,1.0,322.0,3.0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
56.0,3,10446.680978170363,157.0,6.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
30.0,2,-635.0,250.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
45.0,2,115.0,209.0,4.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
40.0,3,10446.680978170363,111.0,3.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
40.0,2,498.0,55.0,2.0,298.0,4.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
39.0,2,1045.0,290.0,13.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True
48.0,3,810.0,383.0,1.0,999.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
31.0,3,-162.0,380.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
32.0,3,55.0,124.0,3.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
26.0,2,455.0,240.0,1.0,182.0,8.0,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
31.0,3,1010.0,385.0,3.0,364.0,9.0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
37.0,3,509.0,133.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
29.0,0,2929.0,91.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
57.0,2,3071.0,63.0,3.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True
47.0,3,153.0,192.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
38.0,2,1146.0,91.0,2.0,999.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
48.0,1,1092.0,79.0,1.0,172.0,8.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
50.0,3,3463.0,96.0,1.0,999.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
33.0,2,1158.0,25.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
28.0,2,26.0,227.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
30.0,2,566.0,110.0,1.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
52.0,2,204.0,134.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
36.0,2,480.0,213.0,1.0,999.0,0.0,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
36.0,2,1855.0,75.0,1.0,273.0,1.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
46.0,2,1034.0,109.0,2.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
57.0,3,3250.0,162.0,3.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
28.0,2,1633.0,275.0,1.0,999.0,0.0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
46.0,2,0.0,154.0,1.0,124.0,1.0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
55.0,1,3334.0,632.0,4.0,999.0,0.0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
53.0,2,66.0,141.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
60.0,2,322.0,63.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
35.0,1,2643.0,259.0,1.0,999.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
43.0,1,49.0,100.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
57.0,1,1.0,17.0,10.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
46.0,2,3098.0,192.0,9.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
31.0,1,352.0,97.0,9.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
53.0,2,65.0,41.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
35.0,2,1949.0,200.0,3.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
32.0,2,739.0,91.0,3.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
48.0,3,1167.0,264.0,1.0,999.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True
50.0,2,231.0,397.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
40.0,1,1136.0,86.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
42.0,3,233.0,446.0,1.0,999.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
59.0,2,817.0,304.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
27.0,1,1128.0,88.0,4.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
32.0,3,1831.0,86.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
28.0,2,0.0,335.0,2.0,281.0,8.0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
37.0,2,414.0,293.0,2.0,162.0,4.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57.0,1,1052.0,227.0,4.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
42.0,2,1022.0,146.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
55.0,1,343.0,276.0,3.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
52.0,3,1944.0,238.0,3.0,323.0,2.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
26.0,2,-32.0,14.0,6.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
52.0,2,1781.0,144.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
26.0,3,350.0,367.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
33.0,2,2.0,132.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
24.0,1,111.0,42.0,4.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
37.0,3,168.0,227.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
28.0,2,3.0,40.0,8.0,349.0,6.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
30.0,2,102.0,614.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
33.0,1,0.0,270.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
33.0,2,1134.0,304.0,2.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
42.0,2,352.0,79.0,3.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
37.0,3,865.0,101.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
59.0,1,179.0,55.0,3.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
27.0,2,5.0,205.0,3.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
23.0,3,-230.0,259.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False
51.0,3,0.0,60.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
50.0,1,3924.0,122.0,2.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
43.0,2,764.0,557.0,5.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
37.0,1,511.0,42.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
34.0,3,4348.0,373.0,8.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
41.0,3,3016.0,80.0,3.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
26.0,2,279.0,239.0,3.0,999.0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
49.0,3,1405.0,29.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29.0,2,908.0,1663.0,1.0,999.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
30.0,3,162.0,186.0,4.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
38.0,2,792.0,430.0,1.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
58.0,2,111.0,58.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
34.0,0,1281.0,279.0,1.0,117.0,1.0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
53.0,0,1012.0,332.0,2.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
50.0,3,2881.0,510.0,2.0,2.0,5.0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
30.0,2,445.0,218.0,1.0,330.0,2.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
40.0,2,643.0,74.0,2.0,256.0,1.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
57.0,2,254.0,676.0,1.0,999.0,0.0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
40.0,3,-1212.0,1259.0,2.0,333.0,18.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
41.0,2,2125.0,285.0,3.0,116.0,4.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
53.0,0,629.0,298.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
48.0,2,-202.0,225.0,4.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True
32.0,2,271.0,80.0,2.0,268.0,2.0,0,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
34.0,3,703.0,342.0,1.0,999.0,0.0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
46.0,2,-216.0,404.0,3.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
45.0,2,88.0,332.0,1.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
51.0,3,16.0,158.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
31.0,2,466.0,164.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
47.0,2,-75.0,57.0,1.0,247.0,1.0,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
32.0,2,456.0,121.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
41.0,2,77.0,56.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
37.0,2,-244.0,178.0,1.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
27.0,1,1209.0,283.0,1.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
27.0,2,58.0,113.0,1.0,337.0,2.0,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
50.0,2,421.0,22.0,5.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
31.0,3,112.0,159.0,2.0,271.0,1.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
40.0,3,10446.680978170363,138.0,1.0,136.0,8.0,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
43.0,3,1429.0,1015.0,1.0,198.0,2.0,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
39.0,3,794.0,182.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
31.0,3,1957.0,112.0,3.0,999.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
48.0,2,454.0,114.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
32.0,1,882.0,80.0,8.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
47.0,1,168.0,66.0,1.0,241.0,1.0,0,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False
35.0,3,714.0,135.0,22.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
42.0,3,0.0,99.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
47.0,2,1996.0,761.0,2.0,999.0,0.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
59.0,2,163.0,464.0,1.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
38.0,2,3190.0,20.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
50.0,2,1772.0,206.0,4.0,999.0,0.0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
27.0,2,-151.0,283.0,2.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
55.0,1,16.0,64.0,1.0,999.0,0.0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
39.0,2,7066.0,667.0,3.0,357.0,3.0,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
31.0,3,454.0,73.0,3.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
37.0,3,4798.0,156.0,2.0,999.0,0.0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
28.0,2,-298.0,559.0,7.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False
42.0,2,439.0,143.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
40.0,2,1927.0,62.0,1.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
59.0,2,671.0,219.0,2.0,259.0,5.0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
40.0,2,65.0,15.0,3.0,999.0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
43.0,2,-932.0,567.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
38.0,2,4366.0,188.0,2.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
54.0,1,0.0,159.0,2.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
41.0,2,4900.0,121.0,2.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
55.0,1,976.0,345.0,1.0,94.0,3.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
33.0,3,148.0,717.0,1.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
46.0,2,5.0,71.0,3.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
36.0,2,-148.0,144.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
48.0,3,113.0,38.0,1.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
42.0,2,-105.0,60.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
46.0,3,624.0,336.0,2.0,183.0,2.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
49.0,2,-1680.0,92.0,4.0,999.0,0.0,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True
36.0,2,-461.0,254.0,2.0,353.0,1.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
34.0,3,144.0,104.0,1.0,85.0,19.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
51.0,3,4.0,74.0,5.0,999.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
58.0,1,309.0,156.0,2.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
48.0,3,866.0,146.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
41.0,2,1020.0,882.0,1.0,999.0,0.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
49.0,1,489.0,84.0,4.0,999.0,0.0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
43.0,1,8167.0,114.0,2.0,999.0,0.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
32.0,2,-255.0,957.0,3.0,999.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
54.0,2,3671.0,67.0,3.0,999.0,0.0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
