age,job,education,default,balance,housing,loan,duration,campaign,pdays,previous,y
54.0,retired,secondary,no,3671.0,no,no,67.0,3.0,999.0,0.0,0
33.0,blue-collar,primary,no,636.0,yes,no,211.0,11.0,999.0,0.0,0
35.0,technician,secondary,no,141.0,yes,no,299.0,2.0,999.0,0.0,0
56.0,technician,secondary,no,150.0,yes,yes,102.0,6.0,349.0,1.0,0
57.0,technician,secondary,no,839.0,no,yes,225.0,1.0,999.0,0.0,0
31.0,housemaid,primary,no,26965.0,no,no,654.0,2.0,999.0,0.0,1
33.0,technician,secondary,no,716.0,yes,no,234.0,2.0,999.0,0.0,0
29.0,technician,tertiary,no,2485.0,no,no,48.0,6.0,999.0,0.0,0
38.0,management,tertiary,no,15030.0,yes,no,167.0,1.0,174.0,7.0,0
37.0,admin.,secondary,no,11303.0,no,no,500.0,2.0,999.0,0.0,0
33.0,entrepreneur,tertiary,no,595.0,no,no,22.0,2.0,999.0,0.0,0
30.0,management,tertiary,no,19358.0,no,no,258.0,2.0,999.0,0.0,0
31.0,self-employed,secondary,no,203.0,no,yes,177.0,1.0,999.0,0.0,0
28.0,technician,tertiary,no,183.0,yes,yes,62.0,2.0,999.0,0.0,0
26.0,admin.,secondary,no,255.0,no,no,457.0,1.0,80.0,1.0,1
31.0,technician,secondary,no,102.0,yes,no,460.0,2.0,345.0,2.0,0
50.0,housemaid,primary,no,94.0,yes,no,184.0,4.0,999.0,0.0,0
45.0,entrepreneur,primary,no,58.0,yes,no,119.0,3.0,371.0,3.0,0
48.0,management,primary,no,606.0,no,no,77.0,6.0,999.0,0.0,0
41.0,technician,secondary,no,0.0,no,yes,107.0,1.0,999.0,0.0,0
60.0,technician,primary,no,65.0,yes,no,1028.0,2.0,999.0,0.0,1
41.0,blue-collar,secondary,no,338.0,yes,no,87.0,1.0,999.0,0.0,0
43.0,blue-collar,primary,no,757.0,yes,no,315.0,4.0,999.0,0.0,0
36.0,management,tertiary,no,9269.0,yes,yes,107.0,2.0,999.0,0.0,0
40.0,blue-collar,primary,no,1206.0,no,yes,201.0,5.0,999.0,0.0,0
28.0,management,tertiary,no,882.0,no,yes,94.0,1.0,205.0,2.0,0
27.0,student,tertiary,no,5291.0,no,no,192.0,2.0,92.0,2.0,1
49.0,management,secondary,no,61.0,yes,no,185.0,2.0,246.0,1.0,0
37.0,technician,tertiary,no,0.0,yes,no,77.0,1.0,999.0,0.0,0
31.0,blue-collar,secondary,no,1407.0,yes,no,142.0,3.0,999.0,0.0,0
31.0,technician,secondary,yes,25.0,no,no,381.0,1.0,999.0,0.0,0
31.0,blue-collar,secondary,no,1354.0,yes,yes,222.0,2.0,999.0,0.0,0
35.0,blue-collar,primary,no,793.0,yes,no,106.0,1.0,999.0,0.0,0
51.0,blue-collar,unknown,no,10287.0,yes,no,117.0,1.0,999.0,0.0,0
33.0,technician,secondary,no,5235.0,no,no,67.0,3.0,999.0,0.0,0
30.0,technician,tertiary,no,3.0,yes,no,45.0,2.0,169.0,2.0,0
58.0,technician,secondary,no,409.0,no,yes,643.0,2.0,999.0,0.0,0
34.0,admin.,tertiary,no,35.0,yes,no,76.0,1.0,69.0,2.0,0
45.0,management,tertiary,no,-459.0,no,no,508.0,6.0,999.0,0.0,0
28.0,services,secondary,no,,no,no,128.0,2.0,999.0,0.0,1
31.0,blue-collar,primary,no,99.0,yes,no,193.0,2.0,322.0,1.0,0
40.0,management,tertiary,no,60.0,no,no,172.0,6.0,999.0,0.0,0
30.0,services,secondary,no,3485.0,no,no,142.0,2.0,999.0,0.0,0
34.0,entrepreneur,secondary,no,-139.0,yes,yes,492.0,2.0,999.0,0.0,0
40.0,blue-collar,secondary,no,952.0,no,yes,140.0,1.0,999.0,0.0,0
59.0,retired,primary,no,1427.0,no,no,140.0,2.0,999.0,0.0,0
43.0,technician,tertiary,no,1017.0,yes,no,257.0,2.0,999.0,0.0,0
41.0,management,tertiary,no,-29.0,no,no,41.0,2.0,266.0,2.0,0
33.0,technician,secondary,no,9.0,no,no,91.0,2.0,999.0,0.0,0
33.0,management,secondary,no,4040.0,yes,no,132.0,2.0,999.0,0.0,0
36.0,blue-collar,secondary,no,13.0,no,no,284.0,1.0,999.0,0.0,0
32.0,self-employed,secondary,no,1259.0,no,no,184.0,2.0,999.0,0.0,0
25.0,admin.,secondary,no,18.0,yes,no,225.0,1.0,999.0,0.0,0
25.0,blue-collar,secondary,no,-76.0,yes,no,241.0,3.0,999.0,0.0,0
38.0,technician,tertiary,no,221.0,no,no,79.0,3.0,999.0,0.0,0
34.0,management,tertiary,no,136.0,yes,no,156.0,1.0,999.0,0.0,0
67.0,blue-collar,secondary,no,16353.0,no,no,223.0,2.0,999.0,0.0,0
32.0,blue-collar,secondary,no,-63.0,yes,no,198.0,1.0,999.0,0.0,0
45.0,housemaid,primary,no,7353.0,no,no,536.0,2.0,999.0,0.0,0
33.0,blue-collar,primary,no,511.0,yes,no,304.0,2.0,999.0,0.0,0
38.0,admin.,primary,no,3913.0,yes,no,196.0,2.0,315.0,2.0,0
32.0,technician,secondary,no,1097.0,yes,no,298.0,2.0,999.0,0.0,0
54.0,retired,tertiary,no,6102.0,yes,yes,86.0,6.0,999.0,0.0,0
51.0,admin.,secondary,no,340.0,yes,no,186.0,1.0,999.0,0.0,0
42.0,blue-collar,primary,no,-119.0,yes,no,167.0,3.0,999.0,0.0,0
41.0,admin.,secondary,no,2993.0,yes,no,24.0,12.0,999.0,0.0,0
39.0,management,tertiary,no,3575.0,no,yes,74.0,3.0,999.0,0.0,0
38.0,blue-collar,secondary,no,361.0,yes,no,601.0,1.0,999.0,0.0,0
39.0,management,secondary,no,1072.0,yes,no,1168.0,2.0,999.0,0.0,0
46.0,blue-collar,primary,no,2904.0,no,no,277.0,2.0,999.0,0.0,0
50.0,entrepreneur,tertiary,no,1790.0,no,yes,748.0,3.0,999.0,0.0,0
33.0,blue-collar,secondary,no,86.0,yes,no,364.0,1.0,999.0,0.0,0
37.0,technician,secondary,no,1633.0,yes,no,229.0,3.0,999.0,0.0,0
31.0,management,tertiary,no,8312.0,no,no,43.0,13.0,999.0,0.0,0
34.0,blue-collar,unknown,no,172.0,no,no,177.0,1.0,999.0,0.0,1
34.0,management,tertiary,no,0.0,yes,no,262.0,1.0,99.0,2.0,1
36.0,management,tertiary,no,222.0,yes,no,317.0,1.0,169.0,2.0,0
40.0,technician,secondary,no,109.0,no,no,402.0,22.0,999.0,0.0,0
40.0,blue-collar,secondary,no,1451.0,no,no,314.0,1.0,999.0,0.0,1
41.0,technician,secondary,no,1066.0,no,no,109.0,3.0,999.0,0.0,1
52.0,management,tertiary,no,3163.0,no,no,56.0,6.0,999.0,0.0,0
40.0,services,secondary,no,888.0,yes,no,169.0,2.0,999.0,0.0,0
48.0,blue-collar,unknown,no,428.0,yes,no,127.0,1.0,999.0,0.0,0
33.0,management,secondary,no,106.0,no,no,175.0,3.0,999.0,0.0,0
44.0,technician,secondary,no,0.0,no,no,56.0,2.0,999.0,0.0,0
55.0,management,tertiary,no,979.0,no,yes,123.0,1.0,999.0,0.0,0
51.0,admin.,secondary,no,2662.0,no,no,148.0,2.0,999.0,0.0,0
34.0,management,tertiary,no,84.0,no,no,231.0,1.0,999.0,0.0,0
58.0,retired,unknown,no,5920.0,yes,no,255.0,1.0,999.0,0.0,0
39.0,management,tertiary,no,816.0,yes,no,37.0,3.0,999.0,0.0,0
27.0,unemployed,secondary,no,3276.0,no,no,106.0,1.0,110.0,2.0,0
55.0,management,unknown,no,2.0,yes,no,95.0,1.0,999.0,0.0,0
35.0,technician,secondary,no,-51.0,no,no,134.0,2.0,999.0,0.0,0
37.0,technician,tertiary,no,3315.0,yes,no,820.0,2.0,999.0,0.0,0
52.0,technician,secondary,no,196.0,yes,yes,116.0,1.0,273.0,3.0,0
41.0,blue-collar,secondary,no,552.0,yes,no,463.0,1.0,999.0,0.0,0
52.0,admin.,secondary,no,2347.0,no,yes,603.0,3.0,999.0,0.0,0
34.0,blue-collar,secondary,no,3723.0,yes,no,47.0,5.0,999.0,0.0,0
53.0,management,primary,no,255.0,no,no,126.0,1.0,999.0,0.0,0
33.0,management,tertiary,no,3143.0,no,no,421.0,2.0,999.0,0.0,1
47.0,self-employed,secondary,no,0.0,no,no,174.0,8.0,999.0,0.0,0
35.0,blue-collar,secondary,no,6411.0,yes,yes,144.0,1.0,266.0,2.0,0
33.0,management,tertiary,no,1909.0,no,no,191.0,2.0,999.0,0.0,0
55.0,blue-collar,primary,no,3873.0,no,no,222.0,1.0,999.0,0.0,0
58.0,self-employed,primary,no,1013.0,yes,no,206.0,1.0,461.0,1.0,1
44.0,admin.,secondary,no,262.0,yes,no,74.0,1.0,999.0,0.0,0
25.0,services,secondary,no,3217.0,yes,no,24.0,1.0,999.0,0.0,0
37.0,technician,secondary,no,5436.0,yes,no,7.0,11.0,351.0,1.0,0
41.0,blue-collar,primary,no,2067.0,yes,no,493.0,7.0,999.0,0.0,0
34.0,blue-collar,secondary,no,215.0,no,no,350.0,3.0,999.0,0.0,1
36.0,services,secondary,no,1594.0,no,no,250.0,3.0,999.0,0.0,0
44.0,self-employed,tertiary,no,134.0,no,no,86.0,4.0,999.0,0.0,0
34.0,entrepreneur,tertiary,no,262.0,no,no,371.0,1.0,999.0,0.0,0
56.0,blue-collar,primary,no,3021.0,no,no,419.0,2.0,999.0,0.0,0
43.0,management,tertiary,no,388.0,yes,no,2087.0,2.0,999.0,0.0,1
28.0,blue-collar,secondary,no,3412.0,yes,no,22.0,4.0,999.0,0.0,0
54.0,blue-collar,secondary,no,1291.0,yes,no,266.0,1.0,999.0,0.0,0
37.0,technician,secondary,no,79.0,no,no,191.0,1.0,999.0,0.0,0
59.0,self-employed,tertiary,no,2013.0,no,no,222.0,4.0,94.0,2.0,1
58.0,blue-collar,secondary,no,543.0,no,yes,264.0,3.0,999.0,0.0,0
56.0,management,tertiary,no,1016.0,yes,no,184.0,5.0,999.0,0.0,0
32.0,blue-collar,secondary,no,604.0,no,yes,95.0,3.0,999.0,0.0,0
42.0,management,tertiary,no,525.0,no,no,127.0,2.0,999.0,0.0,0
52.0,retired,primary,no,353.0,no,no,395.0,4.0,999.0,0.0,0
46.0,management,tertiary,no,964.0,yes,no,174.0,1.0,999.0,0.0,0
37.0,admin.,tertiary,no,3913.0,yes,no,124.0,1.0,999.0,0.0,1
39.0,blue-collar,primary,no,879.0,yes,no,102.0,2.0,999.0,0.0,0
31.0,admin.,secondary,no,314.0,yes,no,279.0,1.0,999.0,0.0,0
59.0,housemaid,primary,no,0.0,no,no,76.0,11.0,999.0,0.0,0
38.0,blue-collar,secondary,no,1370.0,yes,no,472.0,2.0,999.0,0.0,0
58.0,management,secondary,no,37.0,no,no,84.0,11.0,999.0,0.0,0
34.0,management,tertiary,no,673.0,yes,yes,271.0,1.0,184.0,1.0,0
40.0,services,secondary,no,-342.0,yes,no,754.0,1.0,999.0,0.0,0
20.0,student,secondary,no,291.0,no,no,172.0,5.0,371.0,5.0,0
34.0,technician,secondary,no,209.0,yes,yes,375.0,2.0,999.0,0.0,0
31.0,technician,tertiary,no,438.0,yes,no,130.0,2.0,999.0,0.0,0
39.0,admin.,secondary,no,1242.0,yes,no,303.0,3.0,999.0,0.0,0
34.0,entrepreneur,tertiary,no,355.0,yes,no,261.0,1.0,999.0,0.0,0
24.0,blue-collar,secondary,no,204.0,yes,yes,229.0,3.0,999.0,0.0,0
41.0,management,tertiary,no,10758.0,yes,no,288.0,1.0,999.0,0.0,0
40.0,management,tertiary,no,5.0,yes,no,219.0,3.0,999.0,0.0,0
45.0,technician,secondary,no,410.0,yes,no,891.0,4.0,999.0,0.0,1
36.0,management,tertiary,no,,yes,no,204.0,1.0,999.0,0.0,0
53.0,management,tertiary,no,4.0,no,no,19.0,6.0,999.0,0.0,0
23.0,student,secondary,no,8494.0,no,no,158.0,2.0,999.0,0.0,0
42.0,entrepreneur,primary,no,198.0,yes,no,314.0,1.0,999.0,0.0,0
48.0,blue-collar,secondary,no,841.0,yes,no,215.0,1.0,999.0,0.0,0
34.0,management,tertiary,no,8.0,no,no,169.0,4.0,999.0,0.0,0
36.0,admin.,secondary,no,470.0,yes,no,101.0,4.0,999.0,0.0,0
43.0,retired,secondary,no,520.0,yes,no,15.0,13.0,999.0,0.0,0
36.0,blue-collar,secondary,no,439.0,yes,no,260.0,5.0,999.0,0.0,0
49.0,blue-collar,secondary,no,-454.0,yes,no,558.0,1.0,999.0,0.0,1
55.0,retired,secondary,no,466.0,no,no,287.0,4.0,999.0,0.0,0
53.0,retired,secondary,no,665.0,yes,no,371.0,2.0,999.0,0.0,1
42.0,technician,secondary,no,994.0,yes,no,149.0,1.0,78.0,5.0,1
45.0,admin.,secondary,no,5346.0,yes,yes,187.0,1.0,999.0,0.0,1
31.0,blue-collar,secondary,no,1243.0,yes,no,32.0,1.0,999.0,0.0,0
32.0,admin.,tertiary,no,0.0,yes,no,138.0,1.0,999.0,0.0,0
36.0,blue-collar,secondary,no,2357.0,yes,no,228.0,2.0,999.0,0.0,0
56.0,retired,secondary,no,1044.0,no,no,353.0,2.0,999.0,0.0,1
46.0,admin.,secondary,no,1069.0,yes,no,45.0,2.0,999.0,0.0,0
41.0,housemaid,secondary,no,231.0,no,no,76.0,2.0,999.0,0.0,0
31.0,admin.,secondary,no,0.0,yes,yes,144.0,2.0,999.0,0.0,0
32.0,technician,secondary,no,266.0,yes,no,168.0,2.0,999.0,0.0,0
38.0,management,tertiary,no,,yes,no,140.0,1.0,2.0,3.0,0
49.0,retired,primary,no,25824.0,no,no,94.0,1.0,999.0,0.0,0
46.0,management,primary,no,538.0,no,no,118.0,3.0,999.0,0.0,0
29.0,technician,secondary,no,534.0,yes,no,382.0,1.0,999.0,0.0,0
36.0,admin.,unknown,no,2323.0,no,no,111.0,1.0,999.0,0.0,0
38.0,admin.,secondary,no,1852.0,yes,no,298.0,2.0,999.0,0.0,0
53.0,technician,secondary,no,2647.0,yes,no,121.0,1.0,999.0,0.0,0
43.0,management,tertiary,no,2767.0,yes,no,317.0,7.0,,0.0,0
41.0,management,tertiary,no,176.0,yes,yes,42.0,1.0,999.0,0.0,0
42.0,management,secondary,no,9720.0,no,no,81.0,2.0,999.0,0.0,0
55.0,blue-collar,secondary,no,1613.0,yes,no,296.0,1.0,270.0,3.0,1
39.0,admin.,secondary,no,2903.0,yes,yes,259.0,2.0,999.0,0.0,0
30.0,admin.,secondary,no,81.0,yes,no,121.0,6.0,112.0,3.0,0
41.0,blue-collar,secondary,no,780.0,yes,no,432.0,3.0,999.0,0.0,0
44.0,unemployed,tertiary,no,178.0,no,no,126.0,2.0,999.0,0.0,0
58.0,management,tertiary,no,299.0,no,no,120.0,4.0,999.0,0.0,0
35.0,retired,primary,no,285.0,yes,no,136.0,1.0,999.0,0.0,0
27.0,blue-collar,secondary,no,872.0,yes,no,1130.0,3.0,999.0,0.0,0
34.0,services,secondary,no,1337.0,no,no,330.0,2.0,127.0,3.0,1
25.0,services,secondary,no,72.0,yes,no,305.0,2.0,999.0,0.0,0
36.0,blue-collar,secondary,no,0.0,no,no,332.0,3.0,999.0,0.0,0
38.0,blue-collar,secondary,no,-388.0,yes,no,412.0,1.0,999.0,0.0,0
30.0,admin.,secondary,no,11.0,yes,no,157.0,1.0,999.0,0.0,0
47.0,blue-collar,secondary,yes,-535.0,yes,no,71.0,2.0,999.0,0.0,0
41.0,services,secondary,no,787.0,yes,no,297.0,2.0,999.0,0.0,0
36.0,management,tertiary,no,3343.0,no,no,307.0,1.0,999.0,0.0,0
63.0,entrepreneur,secondary,no,3904.0,no,no,250.0,2.0,187.0,2.0,1
23.0,management,tertiary,no,736.0,yes,no,119.0,1.0,999.0,0.0,0
32.0,management,tertiary,no,1390.0,no,no,116.0,2.0,999.0,0.0,0
57.0,retired,primary,no,808.0,no,no,274.0,1.0,999.0,0.0,0
48.0,management,tertiary,no,1147.0,no,no,389.0,1.0,64.0,2.0,1
49.0,services,secondary,no,1122.0,no,no,143.0,1.0,999.0,0.0,0
50.0,technician,secondary,no,-568.0,yes,yes,860.0,2.0,999.0,0.0,0
33.0,blue-collar,primary,no,1165.0,yes,no,420.0,2.0,999.0,0.0,0
53.0,services,secondary,no,-905.0,yes,no,213.0,1.0,999.0,0.0,0
30.0,unemployed,tertiary,no,0.0,yes,no,756.0,1.0,999.0,0.0,0
38.0,technician,secondary,no,740.0,no,no,259.0,3.0,999.0,0.0,0
44.0,management,secondary,no,8262.0,yes,no,201.0,16.0,999.0,0.0,0
39.0,admin.,secondary,no,14.0,yes,yes,19.0,9.0,999.0,0.0,0
45.0,technician,unknown,no,,yes,yes,53.0,1.0,172.0,3.0,0
36.0,blue-collar,secondary,no,1049.0,yes,no,224.0,4.0,999.0,0.0,1
38.0,blue-collar,secondary,no,0.0,yes,no,57.0,5.0,349.0,1.0,0
36.0,housemaid,secondary,no,419.0,yes,no,251.0,1.0,999.0,0.0,0
30.0,management,tertiary,no,726.0,yes,no,39.0,1.0,342.0,3.0,0
28.0,technician,tertiary,no,594.0,yes,yes,54.0,3.0,999.0,0.0,0
26.0,unemployed,tertiary,no,454.0,yes,yes,28.0,18.0,999.0,0.0,0
54.0,,secondary,no,2206.0,no,no,104.0,1.0,99.0,2.0,1
38.0,admin.,tertiary,no,1988.0,no,no,164.0,2.0,130.0,2.0,1
32.0,technician,tertiary,no,0.0,no,no,268.0,2.0,999.0,0.0,0
50.0,admin.,secondary,no,202.0,no,yes,148.0,1.0,999.0,0.0,0
43.0,blue-collar,secondary,no,667.0,yes,no,228.0,3.0,999.0,0.0,0
48.0,admin.,secondary,no,112.0,no,no,139.0,5.0,999.0,0.0,0
57.0,housemaid,primary,no,50.0,no,no,89.0,3.0,999.0,0.0,0
64.0,housemaid,primary,no,768.0,no,no,250.0,2.0,182.0,1.0,0
26.0,services,secondary,no,74.0,yes,no,106.0,6.0,999.0,0.0,0
33.0,blue-collar,secondary,no,661.0,yes,no,968.0,1.0,999.0,0.0,1
50.0,self-employed,secondary,no,3025.0,no,yes,168.0,3.0,999.0,0.0,0
47.0,self-employed,tertiary,no,751.0,no,no,408.0,14.0,999.0,0.0,0
39.0,management,tertiary,no,416.0,no,no,56.0,4.0,999.0,0.0,0
52.0,services,primary,no,14.0,no,yes,55.0,5.0,999.0,0.0,0
31.0,blue-collar,primary,no,-502.0,yes,no,76.0,4.0,999.0,0.0,0
50.0,blue-collar,primary,no,0.0,no,no,72.0,5.0,999.0,0.0,0
47.0,technician,secondary,no,599.0,yes,no,99.0,3.0,999.0,0.0,0
30.0,management,tertiary,no,-218.0,yes,no,13.0,15.0,999.0,0.0,0
32.0,technician,tertiary,no,1012.0,no,no,178.0,1.0,999.0,0.0,0
36.0,technician,secondary,no,300.0,no,no,287.0,1.0,999.0,0.0,0
46.0,technician,tertiary,no,217.0,yes,no,141.0,1.0,346.0,2.0,0
45.0,management,tertiary,no,2096.0,no,no,127.0,1.0,100.0,2.0,0
37.0,technician,secondary,no,0.0,no,no,69.0,2.0,999.0,0.0,0
58.0,housemaid,primary,no,5278.0,yes,no,763.0,4.0,999.0,0.0,0
59.0,management,tertiary,no,1831.0,no,no,122.0,1.0,92.0,1.0,0
28.0,management,tertiary,no,1480.0,yes,no,143.0,1.0,999.0,0.0,0
48.0,management,tertiary,no,7289.0,yes,no,316.0,3.0,999.0,0.0,0
55.0,blue-collar,unknown,no,1665.0,no,no,89.0,2.0,999.0,0.0,0
37.0,blue-collar,primary,no,851.0,yes,no,151.0,1.0,352.0,1.0,0
41.0,management,tertiary,no,2885.0,no,no,40.0,1.0,999.0,0.0,0
35.0,blue-collar,secondary,no,137.0,no,yes,5.0,1.0,808.0,12.0,0
34.0,blue-collar,secondary,no,,yes,no,90.0,1.0,999.0,0.0,0
43.0,management,tertiary,no,146.0,no,no,50.0,1.0,113.0,5.0,0
59.0,technician,secondary,no,1.0,no,no,159.0,2.0,378.0,3.0,1
50.0,blue-collar,primary,no,-10.0,no,yes,369.0,6.0,999.0,0.0,0
37.0,technician,secondary,no,480.0,no,no,344.0,2.0,182.0,8.0,1
35.0,technician,secondary,no,2789.0,yes,no,256.0,2.0,94.0,1.0,0
50.0,technician,secondary,no,3897.0,no,no,298.0,1.0,999.0,0.0,0
36.0,technician,secondary,no,487.0,no,yes,268.0,3.0,999.0,0.0,0
41.0,admin.,secondary,no,5110.0,yes,no,231.0,1.0,999.0,0.0,0
28.0,management,tertiary,no,318.0,yes,no,4.0,4.0,999.0,0.0,0
42.0,technician,tertiary,no,-411.0,yes,no,78.0,5.0,292.0,3.0,0
60.0,retired,secondary,no,4820.0,no,no,419.0,1.0,999.0,0.0,0
28.0,management,tertiary,no,4937.0,yes,no,421.0,3.0,999.0,0.0,0
48.0,entrepreneur,secondary,no,725.0,no,yes,105.0,1.0,999.0,0.0,0
51.0,entrepreneur,tertiary,no,5403.0,no,no,42.0,1.0,999.0,0.0,0
32.0,technician,tertiary,no,4089.0,no,no,114.0,7.0,287.0,3.0,0
35.0,technician,tertiary,no,188.0,no,no,286.0,2.0,999.0,0.0,0
37.0,technician,unknown,no,189.0,no,no,238.0,1.0,107.0,2.0,1
38.0,blue-collar,secondary,no,2998.0,yes,no,91.0,1.0,999.0,0.0,0
77.0,retired,secondary,no,610.0,no,no,766.0,3.0,999.0,0.0,0
32.0,management,unknown,no,787.0,no,no,92.0,1.0,999.0,0.0,0
43.0,technician,secondary,no,167.0,no,no,211.0,3.0,999.0,0.0,0
36.0,management,tertiary,no,,yes,no,160.0,2.0,360.0,3.0,0
29.0,management,tertiary,no,877.0,no,no,166.0,3.0,999.0,0.0,0
32.0,admin.,secondary,no,2817.0,yes,no,195.0,1.0,999.0,0.0,0
41.0,management,tertiary,no,4567.0,yes,yes,106.0,1.0,999.0,0.0,0
26.0,services,secondary,no,127.0,yes,yes,85.0,3.0,999.0,0.0,0
34.0,blue-collar,primary,no,176.0,no,no,78.0,1.0,999.0,0.0,0
57.0,retired,tertiary,no,0.0,yes,yes,648.0,1.0,999.0,0.0,1
36.0,services,secondary,no,1482.0,yes,no,177.0,2.0,174.0,1.0,0
42.0,blue-collar,secondary,no,3052.0,yes,no,32.0,1.0,999.0,0.0,0
35.0,technician,secondary,no,56.0,no,no,24.0,12.0,999.0,0.0,0
52.0,entrepreneur,primary,no,278.0,yes,no,688.0,2.0,999.0,0.0,0
36.0,management,tertiary,no,3875.0,yes,no,21.0,5.0,999.0,0.0,0
46.0,technician,secondary,no,-337.0,yes,no,112.0,1.0,999.0,0.0,0
60.0,management,tertiary,no,366.0,no,no,593.0,1.0,999.0,0.0,1
57.0,housemaid,primary,no,501.0,yes,yes,59.0,2.0,999.0,0.0,0
48.0,management,tertiary,no,998.0,yes,no,121.0,3.0,999.0,0.0,0
59.0,self-employed,primary,no,0.0,yes,no,97.0,2.0,,0.0,0
39.0,management,tertiary,no,246.0,no,no,86.0,2.0,999.0,0.0,0
44.0,blue-collar,secondary,no,-182.0,yes,yes,10.0,10.0,999.0,0.0,0
27.0,management,tertiary,no,446.0,no,no,205.0,3.0,999.0,0.0,0
59.0,retired,secondary,no,1173.0,no,no,77.0,2.0,999.0,0.0,0
36.0,technician,secondary,no,5957.0,yes,no,138.0,2.0,999.0,0.0,0
44.0,admin.,secondary,no,205.0,no,no,289.0,1.0,999.0,0.0,1
50.0,admin.,secondary,no,0.0,no,no,86.0,4.0,999.0,0.0,0
41.0,management,tertiary,no,369.0,yes,no,9.0,3.0,999.0,0.0,0
47.0,admin.,secondary,no,1934.0,no,yes,225.0,1.0,364.0,1.0,0
32.0,technician,tertiary,no,259.0,no,no,407.0,4.0,999.0,0.0,0
38.0,blue-collar,secondary,no,284.0,yes,yes,1030.0,6.0,999.0,0.0,0
55.0,blue-collar,unknown,no,23.0,no,no,123.0,2.0,999.0,0.0,0
38.0,management,tertiary,no,1373.0,no,no,119.0,4.0,999.0,0.0,0
31.0,management,tertiary,no,62.0,yes,no,175.0,1.0,293.0,5.0,0
38.0,blue-collar,secondary,no,157.0,no,no,299.0,5.0,999.0,0.0,0
29.0,unemployed,tertiary,no,991.0,no,no,563.0,1.0,999.0,0.0,0
55.0,services,secondary,no,186.0,yes,yes,241.0,1.0,999.0,0.0,0
35.0,unemployed,secondary,no,977.0,yes,no,52.0,4.0,91.0,1.0,0
40.0,self-employed,tertiary,no,2893.0,no,no,76.0,3.0,999.0,0.0,0
34.0,blue-collar,secondary,no,1897.0,yes,yes,441.0,1.0,999.0,0.0,0
32.0,technician,tertiary,no,5514.0,no,no,319.0,1.0,182.0,1.0,1
33.0,blue-collar,secondary,no,889.0,yes,no,13.0,1.0,373.0,6.0,0
33.0,management,tertiary,no,273.0,yes,no,803.0,1.0,999.0,0.0,1
37.0,admin.,secondary,no,1193.0,no,no,396.0,2.0,999.0,0.0,0
58.0,management,tertiary,no,2729.0,no,no,188.0,1.0,999.0,0.0,0
36.0,admin.,secondary,no,0.0,no,no,637.0,1.0,,0.0,0
42.0,blue-collar,secondary,no,230.0,yes,no,175.0,7.0,999.0,0.0,0
34.0,technician,secondary,no,2729.0,yes,no,945.0,1.0,139.0,1.0,0
35.0,management,tertiary,no,317.0,yes,no,162.0,3.0,999.0,0.0,0
60.0,housemaid,primary,no,517.0,no,no,1178.0,3.0,999.0,0.0,0
50.0,management,tertiary,no,-470.0,yes,no,506.0,2.0,170.0,3.0,0
28.0,self-employed,tertiary,no,4579.0,no,no,409.0,2.0,999.0,0.0,1
27.0,blue-collar,secondary,no,1.0,yes,no,116.0,3.0,999.0,0.0,0
37.0,management,tertiary,no,5106.0,no,no,244.0,1.0,999.0,0.0,1
31.0,technician,tertiary,no,636.0,yes,no,352.0,4.0,999.0,0.0,1
34.0,services,secondary,no,1076.0,no,no,152.0,1.0,182.0,6.0,1
38.0,management,tertiary,no,126.0,yes,no,164.0,2.0,999.0,0.0,0
32.0,self-employed,secondary,no,-33.0,yes,no,234.0,3.0,999.0,0.0,0
37.0,technician,secondary,no,430.0,no,no,154.0,4.0,999.0,0.0,0
33.0,admin.,secondary,no,-6.0,yes,no,566.0,2.0,999.0,0.0,0
71.0,technician,tertiary,no,383.0,no,no,327.0,2.0,183.0,3.0,0
27.0,technician,secondary,no,130.0,yes,no,265.0,3.0,999.0,0.0,0
38.0,blue-collar,primary,no,2569.0,no,no,172.0,1.0,999.0,0.0,0
34.0,technician,secondary,no,201.0,no,no,257.0,2.0,999.0,0.0,0
54.0,retired,tertiary,no,0.0,no,no,618.0,1.0,999.0,0.0,1
30.0,blue-collar,secondary,no,6.0,yes,no,241.0,3.0,999.0,0.0,0
35.0,entrepreneur,secondary,no,475.0,no,yes,936.0,4.0,999.0,0.0,0
33.0,blue-collar,secondary,no,706.0,yes,no,329.0,1.0,322.0,1.0,0
36.0,management,secondary,no,1825.0,yes,no,24.0,1.0,346.0,1.0,0
59.0,self-employed,tertiary,no,185.0,no,no,177.0,5.0,138.0,1.0,0
72.0,blue-collar,primary,no,4415.0,no,no,120.0,1.0,999.0,0.0,0
64.0,management,tertiary,no,679.0,no,no,135.0,3.0,999.0,0.0,0
53.0,technician,secondary,no,320.0,no,no,175.0,1.0,999.0,0.0,0
35.0,management,tertiary,no,2988.0,yes,no,179.0,1.0,999.0,0.0,0
58.0,self-employed,secondary,no,1407.0,yes,no,58.0,1.0,999.0,0.0,0
40.0,technician,secondary,no,1270.0,no,no,342.0,2.0,999.0,0.0,0
41.0,services,secondary,no,654.0,yes,no,139.0,2.0,999.0,0.0,0
48.0,retired,primary,no,5173.0,yes,no,88.0,8.0,999.0,0.0,0
44.0,entrepreneur,tertiary,no,3463.0,yes,yes,210.0,3.0,999.0,0.0,0
39.0,blue-collar,unknown,no,0.0,no,no,731.0,1.0,193.0,3.0,0
